prime_mover_no	fuel_1_no	UTILNAME	PLTNAME	year	net.generation.annual	fuel.consumption	fuel.stock	plant_code	fuel_1	prime_mover
1		EAST BAY MUN UTILITY DIST	PARDEE	1996	137387	0	0	376	WAT	HY
1		EAST BAY MUN UTILITY DIST	CAMANCHE	1996	51967	0	0	537	WAT	HY
1		IMPERIAL IRRIGATION DIST	DOUBLE WEIR	1996	0	0	0	6367	WAT	HY
1		IMPERIAL IRRIGATION DIST	TURNIP	1996	1539	0	0	6370	WAT	HY
1		IMPERIAL IRRIGATION DIST	DROP NO 2	1996	60584	0	0	385	WAT	HY
1		IMPERIAL IRRIGATION DIST	DROP NO 3	1996	53692	0	0	386	WAT	HY
1		IMPERIAL IRRIGATION DIST	DROP NO 4	1996	121158	0	0	387	WAT	HY
1		IMPERIAL IRRIGATION DIST	DROP NO 5	1996	20361	0	0	314	WAT	HY
1		IMPERIAL IRRIGATION DIST	PILOT KNOB	1996	21882	0	0	388	WAT	HY
4	2	IMPERIAL IRRIGATION DIST	BRAWLEY	1996	16	147	657	383	FO2	GT
2	3	IMPERIAL IRRIGATION DIST	EL CENTRO	1996	7018	13734	99193	389	FO6	ST
2	9	IMPERIAL IRRIGATION DIST	EL CENTRO	1996	102191	1192620	0	389	NG	ST
5	9	IMPERIAL IRRIGATION DIST	EL CENTRO	1996	47911	468399	0	389	WH	CC
6	2	IMPERIAL IRRIGATION DIST	EL CENTRO	1996	0	0	4495	389	FO2	CT
6	9	IMPERIAL IRRIGATION DIST	EL CENTRO	1996	115011	1126548	0	389	NG	CT
4	2	IMPERIAL IRRIGATION DIST	COACHELLA	1996	5	17	12173	6060	FO2	GT
4	9	IMPERIAL IRRIGATION DIST	COACHELLA	1996	4052	61210	0	6060	NG	GT
4	2	IMPERIAL IRRIGATION DIST	ROCKWOOD	1996	245	659	18371	7824	FO2	GT
4	9	IMPERIAL IRRIGATION DIST	ROCKWOOD	1996	2015	29096	0	7824	NG	GT
1		IMPERIAL IRRIGATION DIST	DROP NO 1	1996	22648	0	0	585	WAT	HY
1		IMPERIAL IRRIGATION DIST	E HIGHLINE	1996	6756	0	0	586	WAT	HY
1		KINGS RIVER CONSERV DIST	PINE FLAT	1996	640008	0	0	7907	WAT	HY
1		MERCED IRRIGATION DIST	EXCHEQUER	1996	426865	0	0	409	WAT	HY
1		MERCED IRRIGATION DIST	MC SWAIN	1996	47478	0	0	410	WAT	HY
1		MERCED IRRIGATION DIST	CANAL CREEK	1996	2510	0	0	461	WAT	HY
1		MERCED IRRIGATION DIST	FAIRFIELD	1996	3155	0	0	459	WAT	HY
1		MERCED IRRIGATION DIST	PARKER	1996	7662	0	0	428	WAT	HY
1		METROPOLITAN WATER DIST	GREG AVE	1996	1584	0	0	6643	WAT	HY
1		METROPOLITAN WATER DIST	L MATHEWS	1996	37442	0	0	6644	WAT	HY
1		METROPOLITAN WATER DIST	FOOTHILL F	1996	44461	0	0	6645	WAT	HY
1		METROPOLITAN WATER DIST	SAN DIMAS	1996	29484	0	0	6646	WAT	HY
1		METROPOLITAN WATER DIST	YORBA LINDA	1996	30917	0	0	6647	WAT	HY
1		METROPOLITAN WATER DIST	SEPULV CYN	1996	21615	0	0	316	WAT	HY
1		METROPOLITAN WATER DIST	VENICE	1996	10197	0	0	72	WAT	HY
1		METROPOLITAN WATER DIST	PERRIS	1996	13194	0	0	481	WAT	HY
1		METROPOLITAN WATER DIST	CORONA	1996	20274	0	0	480	WAT	HY
1		METROPOLITAN WATER DIST	TEMESCAL	1996	20298	0	0	479	WAT	HY
1		METROPOLITAN WATER DIST	RIO HONDO	1996	7336	0	0	482	WAT	HY
1		METROPOLITAN WATER DIST	COYOTE CRK	1996	13968	0	0	483	WAT	HY
1		METROPOLITAN WATER DIST	RED MTN	1996	31536	0	0	484	WAT	HY
1		METROPOLITAN WATER DIST	VALLEY VIEW	1996	1980	0	0	487	WAT	HY
1		METROPOLITAN WATER DIST	ETIWANDA	1996	34382	0	0	745	WAT	HY
4	2	MODESTO IRRIGATION DIST	MCCLURE	1996	2893	7715	6819	151	FO2	GT
4	9	MODESTO IRRIGATION DIST	MCCLURE	1996	2487	41623	0	151	NG	GT
1		MODESTO IRRIGATION DIST	STONE DROP	1996	665	0	0	499	WAT	HY
1		MODESTO IRRIGATION DIST	NEW HOGAN	1996	16257	0	0	4211	WAT	HY
4	2	MODESTO IRRIGATION DIST	WOODLAND	1996	0	0	1829	7266	FO2	GT
4	9	MODESTO IRRIGATION DIST	WOODLAND	1996	48286	469542	0	7266	NG	GT
1		NEVADA IRRIGATION DIST	CHICAGO PRK	1996	218941	0	0	412	WAT	HY
1		NEVADA IRRIGATION DIST	DUTCH FLAT	1996	157919	0	0	413	WAT	HY
1		NEVADA IRRIGATION DIST	ROLLINS	1996	90145	0	0	34	WAT	HY
1		NEVADA IRRIGATION DIST	BOWMAN	1996	19628	0	0	848	WAT	HY
1		NEVADA IRRIGATION DIST	SCOTT FLAT	1996	1064	0	0	839	WAT	HY
1		NEVADA IRRIGATION DIST	COMBIE SO	1996	0	0	0	846	WAT	HY
1		NEVADA IRRIGATION DIST	COMBIE NO	1996	0	0	0	847	WAT	HY
1		OAKDALE SOUTH SAN JOAQUIN	BEARDSLEY	1996	77416	0	0	414	WAT	HY
1		OAKDALE SOUTH SAN JOAQUIN	DONNELS	1996	403822	0	0	415	WAT	HY
1		OAKDALE SOUTH SAN JOAQUIN	TULLOCH	1996	120294	0	0	416	WAT	HY
1		OAKDALE SOUTH SAN JOAQUIN	SAND BAR	1996	109421	0	0	777	WAT	HY
1		OROVILLE WYANDOTTE I DIST	FORBESTOWN	1996	146655	0	0	417	WAT	HY
1		OROVILLE WYANDOTTE I DIST	KELLY RIDGE	1996	78941	0	0	418	WAT	HY
1		OROVILLE WYANDOTTE I DIST	WOODLEAF	1996	317488	0	0	419	WAT	HY
1		OROVILLE WYANDOTTE I DIST	SLY CREEK	1996	53747	0	0	776	WAT	HY
1		PLACER COUNTY WTR AGENCY	F MEADOWS	1996	94375	0	0	424	WAT	HY
1		PLACER COUNTY WTR AGENCY	MIDDLE FORK	1996	759223	0	0	425	WAT	HY
1		PLACER COUNTY WTR AGENCY	OXBOW	1996	41342	0	0	426	WAT	HY
1		PLACER COUNTY WTR AGENCY	RALSTON	1996	558236	0	0	427	WAT	HY
1		PLACER COUNTY WTR AGENCY	HELL HOLE	1996	3478	0	0	763	WAT	HY
1		CALIFORNIA (STATE OF)	DEVIL CANYN	1996	526125	0	0	436	WAT	HY
1		CALIFORNIA (STATE OF)	EDWRD HYATT	1996	3071075	103710	0	437	WAT	HY
1		CALIFORNIA (STATE OF)	THERMALITO	1996	404109	23399	0	438	WAT	HY
1		CALIFORNIA (STATE OF)	W GIANELLI	1996	-312053	659391	0	448	WAT	HY
1		CALIFORNIA (STATE OF)	W E WARNE	1996	201300	0	0	6196	WAT	HY
2	A	CALIFORNIA (STATE OF)	BOTTLE ROCK	1996	-594	0	0	902	GEO	ST
1		CALIFORNIA (STATE OF)	ALAMO	1996	56331	0	0	905	WAT	HY
1		CALIFORNIA (STATE OF)	THERMAL DIV	1996	21775	0	0	7129	WAT	HY
1		CALIFORNIA (STATE OF)	MOJAVE SIPH	1996	15413	0	0	7072	WAT	HY
1		TURLOCK IRRIGATION DIST	DON PEDRO N	1996	680622	0	0	439	WAT	HY
1		TURLOCK IRRIGATION DIST	LA GRANGE	1996	10686	0	0	440	WAT	HY
1		TURLOCK IRRIGATION DIST	HICKMAN	1996	4379	0	0	162	WAT	HY
1		TURLOCK IRRIGATION DIST	TURLOCK LK	1996	9468	0	0	161	WAT	HY
1		TURLOCK IRRIGATION DIST	UPPR DAWSON	1996	13328	0	0	489	WAT	HY
4	2	TURLOCK IRRIGATION DIST	WALNUT	1996	0	0	3199	4256	FO2	GT
4	9	TURLOCK IRRIGATION DIST	WALNUT	1996	1373	28256	0	4256	NG	GT
6	9	TURLOCK IRRIGATION DIST	ALMOND	1996	66280	630902	0	7315	NG	CT
1		YUBA COUNTY WATER AGENCY	COLGATE N	1996	1640801	0	0	454	WAT	HY
1		YUBA COUNTY WATER AGENCY	NARROWS 2	1996	346716	0	0	455	WAT	HY
1		YUBA COUNTY WATER AGENCY	FISH POWER	1996	2067	0	0	4229	WAT	HY
1		ALASKA ELEC LGT & PWR CO	GOLD CREEK	1996	4626	0	0	63	WAT	HY
3	2	ALASKA ELEC LGT & PWR CO	GOLD CREEK	1996	39	83	289	63	FO2	IC
1		ALASKA ELEC LGT & PWR CO	ANNEX CREEK	1996	25368	0	0	62	WAT	HY
1		ALASKA ELEC LGT & PWR CO	SALMON CRK	1996	0	0	0	65	WAT	HY
3	2	ALASKA ELEC LGT & PWR CO	LEMON CREEK	1996	3701	6560	0	64	FO2	IC
4	2	ALASKA ELEC LGT & PWR CO	LEMON CREEK	1996	513	1739	3742	64	FO2	GT
1		ALASKA ELEC LGT & PWR CO	SALMON CR 2	1996	22210	0	0	4238	WAT	HY
3	2	ALASKA ELEC LGT & PWR CO	AUKE BAY	1996	88	159	0	7250	FO2	IC
4	2	ALASKA ELEC LGT & PWR CO	AUKE BAY	1996	422	1168	2227	7250	FO2	GT
1		ALASKA PWR & TEL CO	SKAGWAY	1996	2562	0	0	66	WAT	HY
3	2	ALASKA PWR & TEL CO	SKAGWAY	1996	7543	12570	226	66	FO2	IC
3	2	ALASKA PWR & TEL CO	TOK	1996	11504	18877	371	406	FO2	IC
3	2	ALASKA PWR & TEL CO	CRAIG	1996	601	1012	188	421	FO2	IC
3	2	ALASKA PWR & TEL CO	HYDABURG	1996	1589	2674	224	423	FO2	IC
3	2	ALASKA PWR & TEL CO	DOT LAKE	1996	0	0	2	4208	FO2	IC
3	2	ALASKA PWR & TEL CO	HOLLIS	1996	447	806	56	7249	FO2	IC
3	2	ALASKA PWR & TEL CO	CHISTOCHINA	1996	209	460	69	7332	FO2	IC
3	2	ALASKA PWR & TEL CO	MENTASTA	1996	327	639	119	7341	FO2	IC
3	2	ALASKA PWR & TEL CO	COFFMAN COV	1996	1211	2073	114	7342	FO2	IC
3	2	ALASKA PWR & TEL CO	TETLIN	1996	286	592	0	7371	FO2	IC
3	2	ALASKA PWR & TEL CO	EAGLE	1996	758	1321	662	7375	FO2	IC
3	2	ALASKA PWR & TEL CO	HEALY LAKE	1996	71	211	171	7506	FO2	IC
3	2	ANIAK LIGHT & POWER CO	ANIAK	1996	2445	4394	3498	7182	FO2	IC
3	2	BETHEL UTILITIES CORP	BETHEL	1996	35096	59559	686	6566	FO2	IC
3	2	BETTLES LIGHT & POWER	BETTLES	1996	882	1725	676	7176	FO2	IC
3	2	EGEGIK LIGHT & POWER CO	EGEGIK	1996	771	1720	0	7180	FO2	IC
3	2	GWITCHYAA ZHEE UTILITY CO	GWITCHYAA	1996	256	519	352	7174	FO2	IC
3	9	GWITCHYAA ZHEE UTILITY CO	GWITCHYAA	1996	0	0	0	7174	NG	IC
3	2	HAINES LIGHT & PWR CO	HAINES	1996	12090	20829	237	69	FO2	IC
3	2	HUGHES POWER & LIGHT CO	HUGHES	1996	0	0	0	7175	FO2	IC
3	2	MANLEY UTILITY CO	MANLEY	1996	274	684	36	7171	FO2	IC
3	2	MCGRATH LT & PWR CO	MCGRATH	1996	3273	6013	3377	6555	FO2	IC
1		PELICAN UTILITY CO	PELICAN	1996	2	0	0	6702	WAT	HY
3	2	PELICAN UTILITY CO	PELICAN	1996	71	1482	84	6702	FO2	IC
3	2	NORTHWAY POWER & LIGHT	NORTHWAY	1996	0	0	0	7169	FO2	IC
3	9	NORTHWAY POWER & LIGHT	NORTHWAY	1996	0	0	0	7169	NG	IC
3	2	YAKUTAT POWER  INC	YAKUTAT	1996	7396	16218	243	6637	FO2	IC
3	2	ANCHORAGE (CITY OF)	ANCHORAGE	1996	0	3	20	75	FO2	IC
4	2	ANCHORAGE (CITY OF)	ANCHORAGE	1996	245	1167	3504	75	FO2	GT
4	9	ANCHORAGE (CITY OF)	ANCHORAGE	1996	4682	96441	0	75	NG	GT
4	2	ANCHORAGE (CITY OF)	GMS NO 2	1996	0	0	17257	6559	FO2	GT
4	9	ANCHORAGE (CITY OF)	GMS NO 2	1996	135723	1896774	0	6559	NG	GT
5	9	ANCHORAGE (CITY OF)	GMS NO 2	1996	160260	0	0	6559	WH	CC
6	2	ANCHORAGE (CITY OF)	GMS NO 2	1996	3955	9910	17257	6559	FO2	CT
6	9	ANCHORAGE (CITY OF)	GMS NO 2	1996	460693	5950658	0	6559	NG	CT
2	6	FAIRBANKS (CITY OF)	CHENA	1996	112945	126299	800	79	BIT	ST
4	2	FAIRBANKS (CITY OF)	CHENA	1996	99	364	618	79	FO2	GT
1		KETCHIKAN (CITY OF)	BEAVER FALS	1996	35084	0	0	6580	WAT	HY
1		KETCHIKAN (CITY OF)	KETCHIKAN	1996	17194	0	0	84	WAT	HY
1		KETCHIKAN (CITY OF)	SILVIS	1996	11134	0	0	6581	WAT	HY
3	2	KETCHIKAN (CITY OF)	S W BAILEY	1996	26047	46613	2843	85	FO2	IC
1		KETCHIKAN (CITY OF)	SWAN LAKE	1996	65717	0	0	70	WAT	HY
1		LARSEN BAY (CITY OF)	LARSEN	1996	0	0	0	7181	WAT	HY
3	2	LARSEN BAY (CITY OF)	LARSEN	1996	0	0	0	7181	FO2	IC
1		METLAKATLA PWR & LGT CO	PURPLE LAKE	1996	13005	0	0	6302	WAT	HY
3	2	METLAKATLA PWR & LGT CO	CENTENNIAL	1996	5836	11438	2113	7112	FO2	IC
1		METLAKATLA PWR & LGT CO	CHESTER LKE	1996	5070	0	0	7168	WAT	HY
3	2	NOME LGT & PWR UTIL	SNAKE RIVER	1996	28620	43107	47803	90	FO2	IC
1		PETERSBURG (CITY OF)	PETERSBURG	1996	10669	0	0	91	WAT	HY
3	2	PETERSBURG (CITY OF)	PETERSBURG	1996	580	1049	301	91	FO2	IC
3	2	SEWARD ELECTRIC SYSTEM	SEWARD	1996	0	0	0	92	FO2	IC
1		SITKA MUNICIPAL UTILITIES	BLUE LAKE	1996	42530	0	0	93	WAT	HY
3	2	SITKA MUNICIPAL UTILITIES	INDIAN RVR	1996	2472	4464	10642	6801	FO2	IC
1		SITKA MUNICIPAL UTILITIES	GREEN LAKE	1996	51523	0	0	313	WAT	HY
1		SITKA MUNICIPAL UTILITIES	BL LKE FISH	1996	1757	0	0	7333	WAT	HY
1		SITKA MUNICIPAL UTILITIES	BL LKE PULP	1996	207	0	0	7334	WAT	HY
3	2	WRANGELL (CITY OF)	WRANGELL	1996	437	770	310	95	FO2	IC
1		ALASKA POWER ADMN	EKLUTNA	1996	162792	0	0	77	WAT	HY
1		ALASKA POWER ADMN	SNETTISHAM	1996	276850	0	0	78	WAT	HY
3	2	CORDOVA ELECTRICAL CO-OP	EYAK	1996	8688	23141	454	76	FO2	IC
3	2	CORDOVA ELECTRICAL CO-OP	ORCA	1996	13012	15441	541	789	FO2	IC
1		CORDOVA ELECTRICAL CO-OP	HUMPBACK CK	1996	1948	0	0	7042	WAT	HY
3	2	NAKNEK ELECTRIC ASSN INC	NAKNEK	1996	19863	32174	22655	6301	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	ALAKANUK	1996	1152	2159	1561	6308	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	AMBLER	1996	1059	1957	1234	6556	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	ANVIK	1996	373	760	685	6310	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	CHEVAK	1996	1360	2665	1601	6311	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	EEK	1996	498	1022	1025	6312	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	ELIM	1996	736	1427	775	6313	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	EMMONAK	1996	2270	4462	2446	6314	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	GAMBELL	1996	1591	3123	1907	6315	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	GOODNEWS BY	1996	546	1109	1297	6316	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	GRAYLING	1996	487	969	988	6317	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	HOLY CROSS	1996	668	1285	1323	6318	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	HOOPER BAY	1996	1853	3635	2588	6319	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	HUSLIA	1996	617	1170	981	6320	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	LWR KALSKAG	1996	888	1691	1256	6321	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	KALTAG	1996	649	1274	1336	6322	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	KIANA	1996	1209	2295	1168	6323	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	KIVALINA	1996	936	1805	1747	6324	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	KOYUK	1996	818	1519	738	6325	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	MARSHALL	1996	789	1391	1128	6326	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	MEKORYUK	1996	714	1331	1244	6327	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	MINTO	1996	643	1319	498	6328	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	MT VILLAGE	1996	2202	4329	2883	6329	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	NW STUYAHOK	1996	972	1661	297	6334	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	NOATAK	1996	1152	2302	364	6331	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	NOORVIK	1996	1482	2781	2166	6330	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	NULATO	1996	1068	1937	976	6332	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	NUNAPITCHUK	1996	2109	4259	2018	6333	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	OLD HARBOR	1996	713	1326	430	6557	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	PLT STATION	1996	1065	2151	1379	6335	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	QUINHAGAK	1996	1069	2100	1191	6337	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	ST MARY'S	1996	2655	4973	3069	6338	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	ST MICHAEL	1996	817	1504	1053	6339	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	SAVOONGA	1996	1169	2366	2089	6340	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	SCAMMON BAY	1996	894	1719	1265	6342	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	SELAWIK	1996	1482	3103	1676	6341	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	SHAGELUK	1996	280	619	973	6343	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	SHAKTOOLIK	1996	673	1298	1120	6344	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	SHISHMAREF	1996	1316	2421	1801	6345	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	SHUNGNAK	1996	1114	2093	1532	6346	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	STEBBINS	1996	1110	2074	1368	6347	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	TOGIAK	1996	2009	3723	1192	6348	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	TOKSOOK BAY	1996	1051	2017	1339	6349	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	TUNUNAK	1996	719	1431	1029	6350	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	WALES	1996	526	1038	767	6351	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	RUSSIAN MIS	1996	577	1109	943	7049	FO2	IC
3	2	ALASKA VILLAGE ELEC COOP	BREVIG MISS	1996	456	895	695	7374	FO2	IC
4	2	BARROW UTILS & ELEC COOP	BARROW	1996	45	117	195	7173	FO2	GT
4	9	BARROW UTILS & ELEC COOP	BARROW	1996	0	0	0	7173	NG	GT
1		CHUGACH ELEC ASSN INC	COOPER LAKE	1996	30823	0	0	6291	WAT	HY
4	9	CHUGACH ELEC ASSN INC	BELUGA	1996	613993	7926876	0	96	NG	GT
5	9	CHUGACH ELEC ASSN INC	BELUGA	1996	329996	0	0	96	NG	CC
6	9	CHUGACH ELEC ASSN INC	BELUGA	1996	952065	12431741	0	96	NG	CT
4	2	CHUGACH ELEC ASSN INC	BERNICE LK	1996	0	0	2650	6292	FO2	GT
4	9	CHUGACH ELEC ASSN INC	BERNICE LK	1996	137392	2175388	0	6292	NG	GT
4	2	CHUGACH ELEC ASSN INC	INTERNATL	1996	0	0	6882	6293	FO2	GT
4	9	CHUGACH ELEC ASSN INC	INTERNATL	1996	2468	63979	0	6293	NG	GT
4	2	CHUGACH ELEC ASSN INC	SOLDOTNA	1996	0	0	0	4252	FO2	GT
4	9	CHUGACH ELEC ASSN INC	SOLDOTNA	1996	46726	612416	0	4252	NG	GT
1		CHUGACH ELEC ASSN INC	BRADLEY LKE	1996	349032	0	0	7367	WAT	HY
3	2	COPPER VALLEY ELEC ASSN	GLENNALLEN	1996	28498	59490	491	6305	FO2	IC
3	2	COPPER VALLEY ELEC ASSN	VALDEZ N	1996	9530	17856	800	6306	FO2	IC
4	2	COPPER VALLEY ELEC ASSN	VALDEZ N	1996	550	1526	0	6306	FO2	GT
1		COPPER VALLEY ELEC ASSN	VALDEZ	1996	41080	0	0	390	WAT	HY
3	2	GOLDEN VALLEY ELEC ASSN	FAIRBANKS	1996	88	371	0	6286	FO2	IC
3	3	GOLDEN VALLEY ELEC ASSN	FAIRBANKS	1996	0	0	0	6286	FO6	IC
4	2	GOLDEN VALLEY ELEC ASSN	FAIRBANKS	1996	88	444	509	6286	FO2	GT
4	3	GOLDEN VALLEY ELEC ASSN	FAIRBANKS	1996	12516	37783	2050	6286	FO6	GT
2	2	GOLDEN VALLEY ELEC ASSN	HEALY	1996	4196	16817	0	6288	FO2	ST
2	6	GOLDEN VALLEY ELEC ASSN	HEALY	1996	116184	102912	0	6288	BIT	ST
3	2	GOLDEN VALLEY ELEC ASSN	HEALY	1996	44	159	834	6288	FO2	IC
4	2	GOLDEN VALLEY ELEC ASSN	NORTH POLE	1996	484	997	852	6285	FO2	GT
4	3	GOLDEN VALLEY ELEC ASSN	NORTH POLE	1996	272659	477277	819	6285	FO6	GT
3	2	HOMER ELECTRIC ASSN INC	SELDOVIA	1996	97	202	229	6283	FO2	IC
3	2	I-N-N ELECTRIC COOP	I-N-N ELEC	1996	2323	5080	0	7183	FO2	IC
3	2	KODIAK ELECTRIC ASSN INC	KODIAK	1996	19439	34329	1584	6281	FO2	IC
3	2	KODIAK ELECTRIC ASSN INC	PT LIONS	1996	-58	9	124	6282	FO2	IC
1		KODIAK ELECTRIC ASSN INC	TERROR LAKE	1996	94680	0	0	71	WAT	HY
3	2	KOTZEBUE ELEC ASSN INC	KOTZEBUE	1996	21326	34353	34801	6304	FO2	IC
3	2	UNALAKLEET VALLEY ELEC AS	UNALAKLEET	1996	4070	7143	5599	6299	FO2	IC
3	2	NUSHAGAK ELEC COOP INC	DILLINGHAM	1996	17130	29231	20859	109	FO2	IC
2	3	HAWAIIAN ELEC CO INC	HONOLULU	1996	163554	350617	89996	764	FO6	ST
2	3	HAWAIIAN ELEC CO INC	KAHE	1996	3127419	4923620	256651	765	FO6	ST
2	3	HAWAIIAN ELEC CO INC	WAIAU	1996	1192476	2063864	126757	766	FO6	ST
4	2	HAWAIIAN ELEC CO INC	WAIAU	1996	2052	12378	34244	766	FO2	GT
2	2	HAWAIIAN ELEC CO INC	OIL STORAGE	1996	0	0	305754	8823	FO2	ST
1		HAWAII ELECTRIC LIGHT CO	PUUEO	1996	11394	0	0	771	WAT	HY
1		HAWAII ELECTRIC LIGHT CO	WAIAU	1996	6472	0	0	774	WAT	HY
2	3	HAWAII ELECTRIC LIGHT CO	W H HILL	1996	228030	502065	29117	772	FO6	ST
3	2	HAWAII ELECTRIC LIGHT CO	KANOELEHUA	1996	14841	27974	3702	769	FO2	IC
4	2	HAWAII ELECTRIC LIGHT CO	KANOELEHUA	1996	1972	5785	0	769	FO2	GT
2	3	HAWAII ELECTRIC LIGHT CO	SHIPMAN	1996	35759	98117	6229	6478	FO6	ST
3	2	HAWAII ELECTRIC LIGHT CO	WAIMEA	1996	13948	26363	1736	768	FO2	IC
3	2	HAWAII ELECTRIC LIGHT CO	KEAHOLE	1996	31473	59599	1759	8083	FO2	IC
4	2	HAWAII ELECTRIC LIGHT CO	KEAHOLE	1996	47292	111476	0	8083	FO2	GT
2	3	HAWAII ELECTRIC LIGHT CO	PUNA	1996	101067	266380	9982	7130	FO6	ST
4	2	HAWAII ELECTRIC LIGHT CO	PUNA	1996	92658	189043	6780	7130	FO2	GT
2	2	KAUAI ELECTRIC COMPANY	PORT ALLEN	1996	53523	72521	0	6474	FO2	ST
2	3	KAUAI ELECTRIC COMPANY	PORT ALLEN	1996	0	0	0	6474	FO6	ST
3	2	KAUAI ELECTRIC COMPANY	PORT ALLEN	1996	200448	317199	0	6474	FO2	IC
4	2	KAUAI ELECTRIC COMPANY	PORT ALLEN	1996	57986	150162	0	6474	FO2	GT
6	2	KAUAI ELECTRIC COMPANY	PORT ALLEN	1996	15567	43320	0	6474	FO2	CT
2	3	MAUI ELECTRIC CO LTD	KAHULUI	1996	215124	474656	56721	6056	FO6	ST
3	2	MAUI ELECTRIC CO LTD	MAALAEA	1996	332110	526636	96521	6504	FO2	IC
6	2	MAUI ELECTRIC CO LTD	MAALAEA	1996	408727	635738	474	6504	FO2	CT
3	2	MAUI ELECTRIC CO LTD	COOK	1996	36793	62354	8512	792	FO2	IC
4	2	MAUI ELECTRIC CO LTD	COOK	1996	1031	3004	118	792	FO2	GT
3	2	MAUI ELECTRIC CO LTD	LANAI CITY	1996	7892	16380	230	7263	FO2	IC
3	2	MAUI ELECTRIC CO LTD	MIKI BASIN	1996	20587	40976	2745	7264	FO2	IC
1		BANGOR HYDRO ELECTRIC CO	ELLSWORTH	1999	0	0	1.00E+15	1469	WAT	HY
1		BANGOR HYDRO ELECTRIC CO	HOWLAND	1999	0	0	1.00E+15	1472	WAT	HY
1		BANGOR HYDRO ELECTRIC CO	MEDWAY	1999	0	0	1.00E+15	1474	WAT	HY
3	2	BANGOR HYDRO ELECTRIC CO	MEDWAY	1999	0	0	1.00E+15	1474	FO2	IC
1		BANGOR HYDRO ELECTRIC CO	MILFORD	1999	0	0	1.00E+15	1475	WAT	HY
1		BANGOR HYDRO ELECTRIC CO	ORONO	1999	0	0	1.00E+15	1476	WAT	HY
1		BANGOR HYDRO ELECTRIC CO	STILLWATER	1999	0	0	1.00E+15	1478	WAT	HY
1		BANGOR HYDRO ELECTRIC CO	VEAZIE A	1999	0	0	1.00E+15	1479	WAT	HY
1		BANGOR HYDRO ELECTRIC CO	VEAZIE B	1999	0	0	1.00E+15	7199	WAT	HY
3	2	BANGOR HYDRO ELECTRIC CO	BAR HARBOR	1999	0	0	1.00E+15	1466	FO2	IC
3	2	BANGOR HYDRO ELECTRIC CO	EASTPORT	1999	0	0	1.00E+15	1468	FO2	IC
1		CENTRAL MAINE POWER CO	ANDROSCOG 3	1999	8463	0	1.00E+15	1480	WAT	HY
1		CENTRAL MAINE POWER CO	BAR MILLS	1999	7308	0	1.00E+15	1481	WAT	HY
1		CENTRAL MAINE POWER CO	BONNY EAGLE	1999	17881	0	1.00E+15	1482	WAT	HY
1		CENTRAL MAINE POWER CO	CATARACT	1999	15289	0	1.00E+15	1486	WAT	HY
1		CENTRAL MAINE POWER CO	CONTINENTAL	1999	408	0	1.00E+15	1487	WAT	HY
